"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.4326,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4375,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.3446,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1863,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9321,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.6472,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.3254,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.0248,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.88897,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.80143,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.79235,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.82548,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.86736,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.86923,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.83024,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.81055,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.8503,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.89907,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.94143,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.93307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.78853,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.25435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.51914,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.31234,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.43203,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.5975,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.70489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.76687,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.85027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.16426,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.54153,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.81496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.0711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.4966,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.0025,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.3688,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.4743,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.2611,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.0193,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.7293,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.2431,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.75527,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.49283,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.25713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.77649,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.06197,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.7332,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8145,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.8673,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.9054,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.9369,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.9543,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.9295,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8075,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.5406,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.2214,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.97333,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.89436,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.92933,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.0124,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.0955,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.1291,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.0443,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.78375,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.4525,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.18446,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.08044,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.08275,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.12221,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.15892,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.1858,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.20781,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.23094,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.25613,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.28311,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.31209,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.34379,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.38329,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.44115,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.52673,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.65986,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.85464,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.0559,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.1868,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.1902,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.1405,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.1369,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.2509,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4271,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.5892,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.6849,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.7442,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.8127,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.9203,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.042,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.1326,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.147,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.0925,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.965,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7541,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.5215,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.3454,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.2859,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.2948,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.3146,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.3093,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.2844,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.2535,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.2249,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.1936,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.1454,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.063,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.94887,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.80389,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.63779,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.51006,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.49563,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.61198,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.63304,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.20871,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.07955,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.73698,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",95.86502,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.99545,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",96.69228,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.40722,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.76844,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.85146,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.79433,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2020-12",97.69097,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-01",97.62472,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-02",97.69363,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-03",97.99876,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-04",98.49708,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.17992,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.058,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.962,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.6614,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.957,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.9787,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.8467,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2021-12",101.6076,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2022-01",101.3231,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2022-02",101.0279,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.70716,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.80161,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",97.83465,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.75415,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.65517,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",97.60098,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",97.63556,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.63602,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.59508,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.64948,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.8903,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.25082,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.61174,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.93073,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.11212,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.17806,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.11593,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.07185,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.0669,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.24299,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.49299,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.6883,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.83246,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.83698,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.72318,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.41578,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.17394,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.17784,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.33811,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.34957,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.33819,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.38837,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.5543,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.75215,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.96891,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.0645,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.0164,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.93915,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.98861,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.266,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7397,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.2273,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.239,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.9606,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.7223,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.7299,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.957,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.0794,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.9691,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.7159,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.5073,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.2759,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.0524,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.85075,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",99.71908,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.47982,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.12093,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",98.80445,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",98.3606,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",98.09432,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",98.36419,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",98.81091,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.15407,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.37975,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.62791,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.88031,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.1736,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.4044,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.613,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.637,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.5079,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.2256,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.97402,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.59579,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.7866,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.96335,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.89135,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.31655,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.70058,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.89111,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.8531,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.50713,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.19986,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.32923,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.35441,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.59801,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.26958,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.0489,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.7408,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.1585,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.1242,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.0022,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.0417,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.9508,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.8375,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.6082,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.1967,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2022-02",99.39005,
"FRA","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.92223,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.61507,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.75176,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.98055,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.1473,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.2625,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.1898,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.94486,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.89154,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.97355,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.2227,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4495,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.5316,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4772,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5494,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.7003,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.871,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8197,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.5931,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3495,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2339,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.2491,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4956,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.8045,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.0497,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.1492,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.1721,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.2799,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.394,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.4183,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.4561,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.5177,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.5435,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.5917,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.5634,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.486,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.5208,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.6467,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.6055,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5204,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.4819,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.5094,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.5268,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.5839,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.7557,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.0033,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.084,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.0907,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.1637,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.2985,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.3548,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.3567,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.457,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.5629,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.67,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.6529,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.5104,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.4233,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.3389,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.285,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.248,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.3714,
"POL","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.5994,
